scale,sample_id,calculated_independent_kappa_rmse,rmse_ratio_to_refit,passes_absolute_rmse_lt_005,passes_refit_ratio_lte_15,passes_joint_gate
0.0,90,0.02398311074013498,1.2413588440106615,True,True,True
0.0,91,0.02398311074013498,1.2413588440106615,True,True,True
0.0,92,0.02398311074013498,1.2413588440106615,True,True,True
0.0,93,0.02398311074013498,1.2413588440106615,True,True,True
0.0,94,0.02398311074013498,1.2413588440106615,True,True,True
0.0,95,0.02398311074013498,1.2413588440106615,True,True,True
0.0,96,0.02398311074013498,1.2413588440106615,True,True,True
0.0,97,0.02398311074013498,1.2413588440106615,True,True,True
0.0,98,0.02398311074013498,1.2413588440106615,True,True,True
0.0,99,0.02398311074013498,1.2413588440106615,True,True,True
0.0,100,0.02398311074013498,1.2413588440106615,True,True,True
0.0,101,0.02398311074013498,1.2413588440106615,True,True,True
0.0,102,0.02398311074013498,1.2413588440106615,True,True,True
0.0,103,0.02398311074013498,1.2413588440106615,True,True,True
0.0,104,0.02398311074013498,1.2413588440106615,True,True,True
0.0,105,0.02398311074013498,1.2413588440106615,True,True,True
0.0,106,0.02398311074013498,1.2413588440106615,True,True,True
0.0,107,0.02398311074013498,1.2413588440106615,True,True,True
0.0,108,0.02398311074013498,1.2413588440106615,True,True,True
0.0,109,0.02398311074013498,1.2413588440106615,True,True,True
0.0,110,0.02398311074013498,1.2413588440106615,True,True,True
0.0,111,0.02398311074013498,1.2413588440106615,True,True,True
0.0,112,0.02398311074013498,1.2413588440106615,True,True,True
0.0,113,0.02398311074013498,1.2413588440106615,True,True,True
0.0,114,0.02398311074013498,1.2413588440106615,True,True,True
